date,price,bedrooms,bathrooms,area_living_m2,area_lot_m2,floors,waterfront,condition,area_above_m2,area_basement_m2,yr_built,yr_renovated,city,country
2014-05-25,195000.0,3.0,1.75,145.85771,785.866477,1.0,0,3,145.85771,0.0,1991,1991,Enumclaw,USA
2014-05-25,675000.0,3.0,3.0,276.85094,2601.284,1.0,0,3,169.08346,107.76748,1981,2013,Redmond,USA
2014-05-25,295000.0,3.0,2.5,144.92868,390.1926,2.0,0,3,144.92868,0.0,2003,2003,Maple Valley,USA
2014-05-25,355300.0,3.0,2.5,150.50286,688.41123,1.0,0,5,150.50286,0.0,1955,1955,Shoreline,USA
2014-05-26,276000.0,3.0,1.0,105.90942,464.515,1.0,0,3,105.90942,0.0,1960,2012,Seattle,USA
2014-05-26,460000.0,2.0,1.5,253.62519,1846.632931,1.0,0,4,145.85771,107.76748,1976,1992,Duvall,USA
2014-05-26,880000.0,3.0,2.0,197.88339,3267.305607,1.0,0,4,197.88339,0.0,1989,1989,Woodinville,USA
2014-05-26,370000.0,3.0,2.5,165.36734,376.25715,2.0,0,3,165.36734,0.0,2001,2001,Shoreline,USA
2014-05-26,346000.0,4.0,2.5,195.0963,363.808148,2.0,0,3,195.0963,0.0,2009,2009,Renton,USA
2014-05-26,172500.0,3.0,1.0,105.90942,817.5464,1.0,0,3,105.90942,0.0,1972,2002,Auburn,USA
2014-05-26,379950.0,3.0,1.5,157.00607,849.505032,1.0,0,4,105.90942,51.09665,1956,1956,Kenmore,USA
2014-05-27,468000.0,2.0,1.0,107.76748,557.418,1.0,0,4,79.89658,27.8709,1942,1982,Seattle,USA
2014-05-27,477000.0,4.0,2.75,159.79316,582.50181,2.0,0,3,159.79316,0.0,1978,1978,Seattle,USA
2014-05-27,529000.0,3.0,1.0,112.41263,309.181184,1.5,0,4,112.41263,0.0,1924,1924,Seattle,USA
2014-05-27,312000.0,3.0,1.5,116.593265,127.648722,3.0,0,3,116.593265,0.0,2004,2003,Seattle,USA
2014-05-27,326100.0,2.0,1.0,81.75464,713.773749,1.0,0,3,81.75464,0.0,1942,1999,Seattle,USA
2014-05-27,360000.0,3.0,1.0,97.54815,855.2650179999999,1.5,0,3,97.54815,0.0,1954,2005,Seattle,USA
2014-05-27,438000.0,3.0,1.75,153.28995,1202.16482,1.0,0,4,153.28995,0.0,1961,2001,Kenmore,USA
2014-05-27,360000.0,3.0,1.0,145.85771,879.512701,1.0,0,3,145.85771,0.0,1954,2005,Shoreline,USA
2014-05-27,1050000.0,4.0,2.5,271.27676,668.9016,1.0,0,3,136.56741,134.70935,1921,2006,Seattle,USA
2014-05-27,688000.0,4.0,3.0,278.709,371.612,1.5,0,3,183.01891,95.69009,1913,2014,Seattle,USA
2014-05-27,585000.0,3.0,1.75,171.87055,718.604705,1.0,0,4,171.87055,0.0,1983,1983,Issaquah,USA
2014-05-27,265000.0,3.0,2.5,133.78032,719.162123,1.0,0,4,92.903,40.87732,1983,1983,Kent,USA
2014-05-27,375000.0,3.0,1.75,133.78032,815.223825,1.0,0,3,133.78032,0.0,1973,2013,Kirkland,USA
2014-05-27,326500.0,3.0,1.0,168.15443,1149.674625,2.0,0,3,168.15443,0.0,1970,2014,Woodinville,USA
2014-05-27,160000.0,2.0,1.0,109.62554,868.64305,1.0,0,3,109.62554,0.0,1918,1918,Seattle,USA
2014-05-27,1570000.0,4.0,3.75,285.21221,543.48255,2.0,0,5,222.9672,62.24501,1927,1927,Seattle,USA
2014-05-27,735000.0,5.0,2.75,314.94117,484.117533,2.0,0,3,314.94117,0.0,2004,2003,Sammamish,USA
2014-05-27,400000.0,2.0,1.0,136.56741,568.56636,1.0,0,2,136.56741,0.0,1940,1940,Seattle,USA
2014-05-27,800000.0,4.0,2.5,248.98004,668.9016,1.0,0,3,128.20614,120.7739,1952,2013,Kirkland,USA
2014-05-27,949880.0,4.0,2.25,212.74787,992.854361,2.0,0,3,212.74787,0.0,1978,1978,Bellevue,USA
2014-05-27,405000.0,3.0,1.75,183.94794,752.5143,1.0,0,4,121.70293,62.24501,1949,1985,Shoreline,USA
2014-05-27,399000.0,4.0,2.5,266.63161,863.254676,2.0,0,3,235.97362,30.65799,1979,2014,Renton,USA
2014-05-27,730001.0,3.0,2.0,170.94152,441.28925,1.0,0,5,93.83203,77.10949,1951,1951,Seattle,USA
2014-05-27,1795000.0,4.0,3.25,377.18618,1207.739,2.0,0,3,377.18618,0.0,2000,2000,Mercer Island,USA
2014-05-27,260000.0,3.0,2.0,151.43189,744.896254,1.0,0,3,151.43189,0.0,2003,2003,Pacific,USA
2014-05-27,751750.0,2.0,2.0,174.65764,501.6762,1.5,0,3,174.65764,0.0,1902,1902,Seattle,USA
2014-05-27,325000.0,3.0,1.75,165.36734,1216.564785,1.0,0,4,165.36734,0.0,1983,1983,Kent,USA
2014-05-27,344950.0,4.0,2.0,216.46399,580.64375,1.0,0,4,130.0642,86.39979,1941,1998,Kent,USA
2014-05-27,457500.0,3.0,1.75,170.94152,374.39909,1.0,0,5,97.54815,73.39337,1925,1925,Seattle,USA
2014-05-27,389000.0,5.0,2.0,216.46399,998.70725,1.0,0,4,110.55457,105.90942,1962,1962,Kenmore,USA
2014-05-27,515000.0,4.0,2.5,297.2896,601.361119,2.0,0,3,297.2896,0.0,2005,2005,Renton,USA
2014-05-27,732000.0,3.0,2.5,216.46399,184.598261,2.0,0,3,130.99323,85.47076,2004,2003,Seattle,USA
2014-05-27,415000.0,3.0,2.25,181.16085,823.863804,1.0,0,3,125.41905,55.7418,1964,2000,Shoreline,USA
2014-05-27,1655000.0,4.0,3.5,286.14124,447.327945,2.0,0,3,213.6769,72.46433999999999,1937,2009,Seattle,USA
2014-05-27,535000.0,2.0,1.0,96.61912,513.474881,1.0,0,3,96.61912,0.0,1951,1994,Seattle,USA
2014-05-27,540000.0,4.0,4.25,182.08988,331.199195,2.0,0,3,182.08988,0.0,1940,2003,Seattle,USA
2014-05-27,525000.0,5.0,3.0,255.48325,353.0314,1.5,0,5,162.58025,92.903,1926,1926,Seattle,USA
2014-05-27,570000.0,3.0,1.75,179.30279,3364.01763,1.0,0,3,179.30279,0.0,1977,2004,Woodinville,USA
2014-05-27,569950.0,5.0,4.5,450.57955,3799.918506,2.0,0,3,450.57955,0.0,2001,2001,Federal Way,USA
2014-05-27,283200.0,4.0,2.5,184.133746,595.136618,2.0,0,3,184.133746,0.0,2004,2003,Kent,USA
2014-05-27,1100000.0,3.0,2.75,245.26392,376.25715,1.5,0,5,162.58025,82.68367,1926,1926,Seattle,USA
2014-05-27,830000.0,4.0,2.5,171.87055,4706.651786,1.0,0,3,132.85129,39.01926,1978,1978,Redmond,USA
2014-05-27,495000.0,4.0,2.25,180.23182,849.505032,1.0,0,4,132.85129,47.38053,1956,1956,Bellevue,USA
2014-05-27,292050.0,5.0,3.0,263.84452,668.808697,1.0,0,3,158.86413,104.98039,2003,2003,Tukwila,USA
2014-05-27,415000.0,5.0,1.5,176.5157,950.026078,1.0,0,3,104.98039,71.53531,1961,2004,Kirkland,USA
2014-05-27,295832.0,5.0,1.0,130.99323,594.5792,1.0,0,5,89.18688,41.80635,1955,1955,Des Moines,USA
2014-05-27,450000.0,4.0,2.5,234.11556,791.069045,2.0,0,3,234.11556,0.0,1999,1999,Duvall,USA
2014-05-27,1381000.0,4.0,3.75,293.57348,884.901075,2.5,0,3,293.57348,0.0,1997,1997,Mercer Island,USA
2014-05-27,857000.0,4.0,3.0,345.59916,2698.181829,2.0,0,3,345.59916,0.0,1991,1991,Kirkland,USA
2014-05-27,499950.0,3.0,3.5,169.08346,139.447403,2.0,0,3,132.85129,36.23217,2014,2014,Seattle,USA
2014-05-27,465000.0,3.0,2.0,144.92868,802.68192,1.0,0,5,144.92868,0.0,1967,1967,Kirkland,USA
2014-05-27,329000.0,3.0,1.0,148.6448,552.958656,1.0,0,4,106.83845,41.80635,1964,1964,Seattle,USA
2014-05-27,475000.0,3.0,2.0,114.27069,1068.570306,1.0,0,4,114.27069,0.0,1984,1984,Redmond,USA
2014-05-27,255000.0,3.0,1.0,89.18688,752.5143,1.0,0,3,89.18688,0.0,1955,2005,Shoreline,USA
2014-05-27,435000.0,3.0,1.0,117.98681,371.612,1.5,0,3,117.98681,0.0,1928,1954,Seattle,USA
2014-05-27,685000.0,3.0,2.5,261.05743,715.3531,2.0,0,3,261.05743,0.0,2001,2001,Bellevue,USA
2014-05-27,715000.0,2.0,2.5,200.67048,518.491643,1.0,0,3,200.67048,0.0,2002,2002,Redmond,USA
2014-05-27,780000.0,3.0,3.0,234.11556,199.927256,1.5,0,3,144.92868,89.18688,1925,2006,Seattle,USA
2014-05-27,345000.0,2.0,1.5,109.62554,78.410132,2.0,0,3,91.97397,17.65157,2005,2005,Seattle,USA
2014-05-27,355000.0,4.0,2.25,168.15443,461.72791,2.0,0,3,168.15443,0.0,2003,2003,Renton,USA
2014-05-27,282000.0,3.0,2.5,156.07704,1459.599033,1.0,0,3,115.19972,40.87732,1994,1994,Kent,USA
2014-05-27,244000.0,3.0,1.0,84.54173,487.74075,1.0,0,4,84.54173,0.0,1971,1971,Burien,USA
2014-05-27,967500.0,3.0,3.75,301.93475,538.558691,2.0,0,4,220.18011,81.75464,1951,1999,Seattle,USA
2014-05-27,375000.0,3.0,1.5,185.806,677.634482,1.0,0,3,141.21256,44.59344,1965,1993,Seattle,USA
2014-05-27,1600000.0,3.0,3.25,352.10237,1765.157,2.0,0,3,352.10237,0.0,1985,1985,Seattle,USA
2014-05-27,527500.0,3.0,1.75,214.60593,7324.844132,1.0,0,3,163.50928,51.09665,1977,2004,Issaquah,USA
2014-05-27,994000.0,3.0,2.25,233.18653,588.912117,1.5,0,5,168.15443,65.0321,1932,2002,Seattle,USA
2014-05-27,313000.0,3.0,1.75,122.63196,576.463115,1.0,0,5,122.63196,0.0,1948,1985,Shoreline,USA
2014-05-27,587000.0,3.0,2.25,220.18011,20234.2734,2.0,0,3,220.18011,0.0,1979,2014,Redmond,USA
2014-05-27,304000.0,3.0,1.0,83.6127,696.7725,1.0,0,4,83.6127,0.0,1972,1972,Kirkland,USA
2014-05-27,675000.0,3.0,2.5,235.97362,713.49504,2.0,0,4,235.97362,0.0,1940,2001,Seattle,USA
2014-05-27,305000.0,4.0,1.0,195.0963,862.883064,1.0,0,4,97.54815,97.54815,1968,1968,Renton,USA
2014-05-27,280000.0,3.0,1.0,111.4836,580.64375,1.0,0,3,85.47076,26.01284,1943,2002,Seattle,USA
2014-05-27,960000.0,5.0,4.0,345.59916,1412.1256,2.0,0,3,345.59916,0.0,2005,2005,Sammamish,USA
2014-05-27,500000.0,3.0,2.25,163.50928,421.686717,2.0,0,3,163.50928,0.0,1988,2000,Issaquah,USA
2014-05-27,274950.0,3.0,1.75,155.14801,688.875745,1.0,0,3,122.63196,32.51605,1987,2000,Covington,USA
2014-05-27,455600.0,3.0,2.5,224.82526,766.635556,2.0,0,3,224.82526,0.0,1998,2006,Snoqualmie,USA
2014-05-27,970000.0,5.0,3.0,323.30244,1410.732055,2.0,0,4,323.30244,0.0,1964,1964,Mercer Island,USA
2014-05-27,312900.0,4.0,2.5,151.43189,415.555119,2.0,0,3,151.43189,0.0,2003,2003,Maple Valley,USA
2014-05-27,535000.0,4.0,2.5,217.39302,520.2568,2.0,0,3,217.39302,0.0,1921,2013,Seattle,USA
2014-05-27,427000.0,2.0,1.0,85.47076,351.17334,1.0,0,3,85.47076,0.0,1910,2006,Seattle,USA
2014-05-27,405000.0,2.0,1.0,84.54173,602.94047,1.0,0,3,84.54173,0.0,1942,1999,Seattle,USA
2014-05-27,480000.0,3.0,1.0,106.83845,459.405335,1.0,0,3,106.83845,0.0,1943,2002,Seattle,USA
2014-05-27,725000.0,3.0,1.5,232.2575,443.518922,1.5,0,3,134.70935,97.54815,1940,1996,Seattle,USA
2014-05-27,293000.0,4.0,2.5,301.93475,21838.057889,1.0,0,3,301.93475,0.0,1973,2013,Auburn,USA
2014-05-27,268000.0,4.0,2.0,179.30279,613.1598,1.0,0,4,95.69009,83.6127,1967,1967,Burien,USA
2014-05-27,475000.0,4.0,3.5,315.8702,21772.003856,2.0,0,3,232.2575,83.6127,1991,1991,Vashon,USA
2014-05-27,488000.0,3.0,2.5,147.71577,236.90265,3.0,0,3,147.71577,0.0,1985,1985,Seattle,USA
2014-05-27,760000.0,4.0,2.5,309.36699,687.3892969999999,2.0,0,3,309.36699,0.0,2009,2009,Redmond,USA
2014-05-27,1710000.0,5.0,4.5,426.42477,1364.280555,2.0,0,3,426.42477,0.0,2009,2009,Kirkland,USA
2014-05-27,754950.0,3.0,2.5,242.47683,674.104168,2.0,0,3,242.47683,0.0,2014,2014,Kirkland,USA
2014-05-27,263900.0,3.0,2.5,154.033174,250.8381,2.0,0,3,154.033174,0.0,2014,2014,Des Moines,USA
2014-05-27,460000.0,3.0,3.5,148.6448,132.944193,2.0,0,3,115.19972,33.44508,2006,2006,Seattle,USA
2014-05-27,399950.0,3.0,3.0,120.402288,97.641053,3.0,0,3,120.402288,0.0,2009,2009,Seattle,USA
2014-05-27,370000.0,2.0,2.25,118.91584,77.574005,2.0,0,3,100.33524,18.5806,2009,2009,Seattle,USA
2014-05-27,1149000.0,4.0,3.0,551.84382,1071.450299,2.0,0,3,459.86985,91.97397,2004,2003,Snoqualmie,USA
2014-05-27,450800.0,4.0,3.25,233.18653,493.407833,2.0,0,3,233.18653,0.0,2009,2009,Renton,USA
2014-05-27,627000.0,3.0,3.5,251.76713,322.837925,2.0,0,3,153.28995,98.47718,2005,2005,Issaquah,USA
2014-05-27,495000.0,3.0,2.5,162.58025,143.813844,3.0,0,3,162.58025,0.0,2013,1923,Seattle,USA
2014-05-28,310000.0,3.0,1.0,132.85129,1848.862603,1.5,0,4,132.85129,0.0,1927,1927,Kenmore,USA
2014-05-28,550000.0,4.0,1.0,154.21898,3237.483744,1.0,0,1,86.39979,67.81919,1933,1933,Redmond,USA
2014-05-28,215000.0,2.0,1.0,122.63196,823.585095,1.0,0,4,122.63196,0.0,1943,1943,Burien,USA
2014-05-28,799000.0,4.0,3.0,239.68974,19465.315269,2.0,0,3,239.68974,0.0,1984,1984,Redmond,USA
2014-05-28,630000.0,4.0,2.5,254.55422,4004.212203,2.0,0,3,254.55422,0.0,1993,1993,Woodinville,USA
2014-05-28,267000.0,3.0,2.5,231.792985,408.7732,2.0,0,3,231.792985,0.0,2007,2007,Federal Way,USA
2014-05-28,900000.0,6.0,2.75,213.6769,2301.486019,1.5,0,4,213.6769,0.0,1950,1985,Mercer Island,USA
2014-05-28,365000.0,3.0,1.5,120.7739,1137.13272,1.0,0,3,120.7739,0.0,1963,2008,Kenmore,USA
2014-05-28,544500.0,4.0,2.5,207.17369,967.491842,1.0,0,5,134.70935,72.46433999999999,1974,1974,Issaquah,USA
2014-05-28,599000.0,4.0,2.75,187.66406,255.48325,1.0,0,3,93.83203,93.83203,1917,2014,Seattle,USA
2014-05-28,815000.0,4.0,2.25,185.806,353.0314,2.0,0,3,185.806,0.0,2001,2001,Seattle,USA
2014-05-28,254000.0,2.0,1.0,98.47718,760.596861,1.0,0,4,98.47718,0.0,1952,1952,Shoreline,USA
2014-05-28,740000.0,2.0,1.75,193.23824,445.9344,1.0,0,5,100.33524,92.903,1923,1923,Seattle,USA
2014-05-28,225000.0,3.0,2.0,188.59309,2306.688587,1.0,0,4,113.34166,75.25143,1979,1979,Auburn,USA
2014-05-28,925000.0,3.0,2.5,249.90907,650.321,2.0,0,5,170.94152,78.96755,1943,1943,Seattle,USA
2014-05-28,1285000.0,4.0,2.5,301.00572,1003.3524,1.0,0,3,209.96078,91.04494,1946,1946,Seattle,USA
2014-05-28,537000.0,3.0,2.5,143.99965,1200.30676,2.0,0,5,143.99965,0.0,1999,1999,Kirkland,USA
2014-05-28,335000.0,4.0,2.0,137.49644,290.972196,1.0,0,5,68.74822,68.74822,1910,1910,Seattle,USA
2014-05-28,840000.0,4.0,2.75,282.42512,260.1284,2.0,0,3,195.0963,87.32882,1906,2014,Seattle,USA
2014-05-28,224000.0,3.0,1.5,144.92868,678.1919,1.0,0,4,96.61912,48.30956,1964,1964,Auburn,USA
2014-05-28,395000.0,3.0,2.5,209.03175,349.036571,2.0,0,3,209.03175,0.0,2006,2006,Renton,USA
2014-05-28,450000.0,3.0,1.0,102.1933,427.3538,1.0,0,3,102.1933,0.0,1917,2009,Seattle,USA
2014-05-28,681000.0,3.0,1.0,157.9351,590.4914679999999,1.5,0,3,157.9351,0.0,1907,1983,Seattle,USA
2014-05-28,898000.0,5.0,1.5,248.98004,2602.584642,1.0,0,4,134.70935,114.27069,1963,1963,Bellevue,USA
2014-05-28,370000.0,3.0,1.0,74.3224,213.305288,1.0,0,4,74.3224,0.0,1908,1908,Seattle,USA
2014-05-28,429000.0,2.0,1.75,125.41905,586.682445,1.0,0,3,125.41905,0.0,2005,2005,Redmond,USA
2014-05-28,150000.0,3.0,1.0,76.18046,713.49504,1.5,0,3,76.18046,0.0,1910,2006,Seattle,USA
2014-05-28,555000.0,3.0,2.5,293.57348,396.69581,2.0,0,3,246.19295,47.38053,2006,2006,Bothell,USA
2014-05-28,326000.0,3.0,2.75,159.79316,2601.284,1.0,0,4,159.79316,0.0,1958,1972,Renton,USA
2014-05-28,225000.0,3.0,2.5,156.07704,627.559765,2.0,0,3,156.07704,0.0,1994,1994,Auburn,USA
2014-05-28,245100.0,3.0,1.75,120.7739,739.322074,1.0,0,3,120.7739,0.0,1996,1996,Auburn,USA
2014-05-28,665000.0,3.0,2.5,203.45757,963.40411,2.0,0,3,203.45757,0.0,1987,2000,Sammamish,USA
2014-05-28,535000.0,3.0,2.5,159.79316,372.169418,2.0,0,3,159.79316,0.0,1994,1994,Issaquah,USA
2014-05-28,305000.0,3.0,1.0,107.76748,1094.025728,1.0,0,3,107.76748,0.0,1968,1997,Woodinville,USA
2014-05-28,999000.0,7.0,4.0,292.64445,3235.81149,1.0,0,3,292.64445,0.0,1957,2005,Bellevue,USA
2014-05-28,215000.0,3.0,1.75,112.41263,750.191725,1.0,0,4,112.41263,0.0,1983,1983,Pacific,USA
2014-05-28,432500.0,3.0,1.75,183.94794,473.8053,1.0,0,3,117.98681,65.96113,1965,1993,Seattle,USA
2014-05-28,655000.0,4.0,2.5,277.77997,526.667107,2.0,0,3,277.77997,0.0,2003,2003,Sammamish,USA
2014-05-28,266200.0,3.0,1.5,132.85129,891.8688,1.0,0,4,132.85129,0.0,1966,1966,Renton,USA
2014-05-28,244615.0,3.0,2.5,191.38018,374.39909,2.0,0,3,191.38018,0.0,1999,1999,Kent,USA
2014-05-28,460000.0,4.0,3.0,207.17369,4922.279649,2.0,0,3,207.17369,0.0,1991,1991,Kent,USA
2014-05-28,370000.0,4.0,2.5,287.07027,1732.176435,2.0,0,3,287.07027,0.0,1995,1995,Federal Way,USA
2014-05-28,465000.0,6.0,3.25,394.83775,2167.055378,1.0,0,3,199.74145,195.0963,1967,2011,Federal Way,USA
2014-05-28,1175000.0,3.0,2.5,183.01891,2153.49154,1.0,1,3,102.1933,80.82561,1937,1998,Seattle,USA
2014-05-28,189000.0,2.0,2.0,157.9351,294.595413,1.0,0,5,78.96755,78.96755,1927,1927,Auburn,USA
2014-05-28,820000.0,3.0,2.5,233.18653,511.245209,2.0,0,3,233.18653,0.0,1995,1995,Seattle,USA
2014-05-28,968000.0,6.0,2.75,335.37983,1633.23474,1.0,0,5,192.30921,143.07062,1959,1959,Sammamish,USA
2014-05-28,1400000.0,4.0,3.25,276.85094,650.321,2.0,0,3,198.81242,78.03852,1900,2014,Seattle,USA
2014-05-28,438750.0,3.0,1.75,149.57383,602.01144,1.0,0,4,149.57383,0.0,1947,1988,Seattle,USA
2014-05-28,1210000.0,4.0,2.75,339.09595,648.648746,2.0,0,4,235.04459,104.05136,1951,2003,Seattle,USA
2014-05-28,600000.0,4.0,2.0,233.18653,3543.413323,1.0,0,3,233.18653,0.0,1960,2012,Kirkland,USA
2014-05-28,589000.0,3.0,1.0,103.12233,557.418,1.5,0,5,103.12233,0.0,1932,2002,Seattle,USA
2014-05-28,590000.0,3.0,2.0,153.28995,571.35345,2.0,0,4,153.28995,0.0,1926,1993,Seattle,USA
2014-05-28,479900.0,3.0,2.0,183.94794,1128.77145,1.0,0,3,183.94794,0.0,1994,1994,Kent,USA
2014-05-28,210000.0,2.0,1.5,81.75464,107.488771,2.0,0,3,81.75464,0.0,2007,2007,Seattle,USA
2014-05-28,745000.0,3.0,1.75,138.42547,910.4494,1.0,0,4,105.90942,32.51605,1947,1988,Beaux Arts Village,USA
2014-05-28,840500.0,3.0,2.0,234.11556,501.6762,1.5,0,4,130.99323,103.12233,1906,1990,Seattle,USA
2014-05-28,420000.0,3.0,1.75,169.08346,2073.59496,1.0,0,3,116.12875,52.95471,1977,2004,Redmond,USA
2014-05-28,565000.0,7.0,4.5,384.61842,842.258598,1.0,0,3,192.30921,192.30921,1978,1978,Seattle,USA
2014-05-28,840000.0,4.0,2.5,317.72826,780.849715,2.0,0,3,317.72826,0.0,2000,2000,Sammamish,USA
2014-05-28,681716.0,4.0,2.5,292.64445,676.055131,2.0,0,3,292.64445,0.0,2006,2006,Renton,USA
2014-05-28,600000.0,3.0,1.75,146.78674,688.968648,1.0,0,3,106.83845,39.94829,1967,2011,Bellevue,USA
2014-05-28,380000.0,3.0,2.0,154.21898,769.329743,1.0,0,3,154.21898,0.0,1949,1998,Seattle,USA
2014-05-28,168500.0,3.0,1.0,102.1933,940.642875,1.0,0,3,102.1933,0.0,1969,2010,Covington,USA
2014-05-28,355000.0,2.0,1.0,117.98681,297.2896,1.0,0,4,89.18688,28.79993,1920,1920,Seattle,USA
2014-05-28,277000.0,4.0,1.0,134.70935,580.64375,1.0,0,3,91.97397,42.73538,1964,2000,Seattle,USA
2014-05-28,236000.0,4.0,2.25,170.01249,881.184955,1.0,0,4,111.4836,58.52889,1989,1989,Federal Way,USA
2014-05-28,270000.0,3.0,1.75,120.7739,383.410681,1.0,0,4,60.38695,60.38695,1918,1953,Seattle,USA
2014-05-28,700000.0,2.0,1.75,215.53496,510.9665,1.5,0,3,159.79316,55.7418,1925,2000,Seattle,USA
2014-05-28,425000.0,4.0,2.75,156.07704,886.759135,1.0,0,4,100.33524,55.7418,1979,1979,Kenmore,USA
2014-05-28,635000.0,3.0,2.5,213.6769,510.9665,1.5,0,4,185.806,27.8709,1921,1921,Seattle,USA
2014-05-28,510250.0,3.0,1.75,130.0642,371.612,1.0,0,3,80.82561,49.23859,1951,1994,Seattle,USA
2014-05-28,960000.0,4.0,2.25,223.89623,423.63768,2.0,0,5,167.2254,56.67083,1929,1929,Seattle,USA
2014-05-28,254000.0,3.0,2.0,137.49644,694.91444,1.0,0,4,137.49644,0.0,1992,1992,Maple Valley,USA
2014-05-28,299000.0,3.0,1.0,129.13517,894.098472,1.5,0,4,129.13517,0.0,1954,1979,Shoreline,USA
2014-05-28,175000.0,2.0,1.0,77.10949,250.745197,1.0,0,3,77.10949,0.0,1996,1996,Maple Valley,USA
2014-05-28,157500.0,2.0,1.0,68.74822,836.405709,1.0,0,3,68.74822,0.0,1949,1998,Kent,USA
2014-05-28,580000.0,5.0,2.0,180.23182,557.418,1.0,0,5,90.11591,90.11591,1945,1945,Seattle,USA
2014-05-28,124740.0,3.0,1.0,124.49002,1449.2868,1.0,0,4,124.49002,0.0,1978,2000,Kent,USA
2014-05-28,1970000.0,8.0,3.5,412.48932,602.01144,2.0,0,5,291.71542,120.7739,1959,1959,Seattle,USA
2014-05-28,285000.0,2.0,1.0,74.3224,579.7147199999999,1.0,0,3,74.3224,0.0,1954,2005,Seattle,USA
2014-05-28,242000.0,3.0,1.75,121.70293,896.049435,1.0,0,3,121.70293,0.0,1979,2014,SeaTac,USA
2014-05-28,840000.0,4.0,1.75,216.46399,371.612,2.0,0,5,120.7739,95.69009,1924,1956,Seattle,USA
2014-05-28,474800.0,2.0,3.25,130.0642,115.478429,3.0,0,3,130.0642,0.0,2000,2000,Seattle,USA
2014-05-28,490000.0,4.0,2.5,219.25108,405.707401,2.0,0,3,219.25108,0.0,2003,2003,Woodinville,USA
2014-05-28,465000.0,3.0,2.25,170.94152,534.378056,2.0,0,3,170.94152,0.0,2003,2003,Kirkland,USA
2014-05-28,515000.0,4.0,2.5,248.98004,666.857734,2.0,0,3,248.98004,0.0,2004,2003,Snoqualmie,USA
2014-05-28,430000.0,3.0,3.75,361.39267,663.32742,1.0,0,3,222.03817,139.3545,1943,2007,Seattle,USA
2014-05-28,253400.0,3.0,2.0,130.0642,802.68192,1.0,0,5,130.0642,0.0,1968,1968,Federal Way,USA
2014-05-28,355000.0,3.0,2.5,222.9672,901.252003,1.0,0,3,222.9672,0.0,1990,2009,Federal Way,USA
2014-05-28,740000.0,4.0,2.25,271.27676,4306.518565,2.0,0,4,271.27676,0.0,1998,1998,Fall City,USA
2014-05-28,186950.0,2.0,2.0,129.13517,120.959706,2.0,0,3,129.13517,0.0,1986,1986,Federal Way,USA
2014-05-28,306000.0,3.0,2.5,156.07704,1039.863279,2.0,0,3,156.07704,0.0,1984,1984,Renton,USA
2014-05-28,510000.0,4.0,1.5,189.52212,817.5464,1.0,0,4,94.76106,94.76106,1961,2001,Bellevue,USA
2014-05-28,345000.0,2.0,1.0,100.33524,371.612,1.0,0,3,100.33524,0.0,1940,1996,Seattle,USA
2014-05-28,875000.0,3.0,2.75,211.81884,397.62484,1.0,0,5,118.91584,92.903,1917,1917,Seattle,USA
2014-05-28,700000.0,4.0,3.5,417.13447,473.712397,2.0,0,3,314.94117,102.1933,2006,2006,Snoqualmie,USA
2014-05-28,1400000.0,4.0,3.25,436.6441,850.99148,1.0,0,3,234.11556,202.52854,2005,2005,Seattle,USA
2014-05-28,499950.0,4.0,2.5,259.942594,415.555119,2.0,0,3,259.942594,0.0,2012,1912,Renton,USA
2014-05-28,739000.0,3.0,2.5,261.05743,501.6762,2.0,0,3,261.05743,0.0,2005,2005,Redmond,USA
2014-05-28,363000.0,4.0,2.5,348.664959,669.273212,2.0,0,3,309.924408,38.740551,2008,2008,Federal Way,USA
2014-05-28,782000.0,4.0,3.5,363.25073,752.049785,2.0,0,3,290.78639,72.46433999999999,2007,2007,Issaquah,USA
2014-05-28,325000.0,2.0,2.5,97.54815,149.480927,2.0,0,3,97.54815,0.0,2005,2005,Seattle,USA
2014-05-29,485000.0,4.0,1.0,148.6448,399.4829,1.5,0,4,148.6448,0.0,1916,1916,Seattle,USA
2014-05-29,452000.0,4.0,2.25,240.61877,929.215806,1.0,0,4,124.49002,116.12875,1968,1968,Kenmore,USA
2014-05-29,264950.0,4.0,2.25,159.79316,906.082959,1.0,0,4,104.05136,55.7418,1978,2000,Federal Way,USA
2014-05-29,472000.0,6.0,2.5,409.70223,1303.800702,1.0,0,4,218.32205,191.38018,1965,1965,Federal Way,USA
2014-05-29,267500.0,3.0,1.75,147.71577,1106.846342,1.0,0,3,101.26427,46.4515,1957,2000,SeaTac,USA
2014-05-29,565000.0,4.0,2.5,226.68332,2099.050382,2.0,0,3,226.68332,0.0,1996,1996,Redmond,USA
2014-05-29,535000.0,3.0,2.5,126.34808,94.389448,3.0,0,3,121.70293,4.64515,2003,2003,Seattle,USA
2014-05-29,389000.0,2.0,1.0,84.54173,650.321,1.0,0,3,84.54173,0.0,1952,2008,Seattle,USA
2014-05-29,400000.0,4.0,1.5,129.13517,668.9016,1.0,0,3,105.90942,23.22575,1965,1993,Seattle,USA
2014-05-29,264000.0,3.0,1.5,136.56741,1376.915363,1.0,0,4,136.56741,0.0,1958,1972,Kent,USA
2014-05-29,690000.0,4.0,2.5,271.27676,920.111312,2.0,0,4,271.27676,0.0,1990,1990,Issaquah,USA
